garment_id,csv_article_type,csv_product_name,raw_materials_care_desc,raw_description_text,source_conflict_detail,primary_material,material_source,composition_status,scoring_eligibility
33719,Leggings,Pieces Women Blue Leggings,93% Polyamide 7% Elastane Machine wash cold Do not iron,"Blue, stretchable leggings, elasticated at the waist and ankles","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
37716,Tshirts,John Players Men Striped Blue T-shirt,,"Style note Crafted from cotton knit, this polo T-shirt from john players is designed to offer exemplary comfort and style. The vibrant colour ups your energy factor, while the ribbed cuffs sit snug on well-toned arms. Team it with jeans and sneakers. Product Details Blue, white and grey striped polo neck T-shirt, has short sleeves with ribbed cuffs and chest buttoned placket Material and Care 100% polyester Machine wash cold using a mild detergent Do not bleach or wring Tumble dry low and dry flat in shade inside out Warm iron Size and Fit Regular Fit The model (height 6' and shoulders 18"") is wearing a size L","structured=['viscose']; detailed_text=['cotton', 'polyester']",polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
50046,Bra,Hanes Women Black Moulded Tee Shirt Bra,"Cup, back, strap, inner side frame lining: 82% nylon, 18% spandex Centre front and strap extension lining: 100% nylon Cup linings: 100% polyester Cup pad: 100% polyurethane foam Hand wash warm","Black moulded T-shirt bra with ultra-smooth seamless cups which are invisible underneath clothing ComfortSoft sturdy straps stay in place Moulded, contour, wireless cups shape and support the breasts with all-over flexible, light foam padding for modesty Hook and eye closure Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)","structured=['cotton']; detailed_text=['elastane', 'nylon', 'polyester', 'polyurethane']",nylon,materials_care_desc,role_specific_or_multi_part_composition,needs_role_review
45534,Tshirts,Fila Men White T-shirt,,"Style Note The polo shirt has ventured far from its athletic roots to secure a permanent place in our weekend wardrobe. fila's tees have been given a contemporary boost with a comfortable feel to boost. Wear it with tonal shorts or earthy chinos for an assured look on relaxed Saturday morning strolls Product Details White polo t-shirt that has a ribbed collar, short sleeves, half buttoned placket, a red stripe across the chest extending diagonally downwards towards the left hem and printed branding on the left sleeve Material and Care 100% polyester Machine wash below 40 degrees with like colours using mild detergent Do not soak, tumble dry or bleach Dry in shade Warm iron do not iron on decorations Dry clean if necessary Size and Fit Regular fit The model (height:6' and shoulders: 18"") is wearing a size M",structured=['cotton']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
59702,Shapewear,Avirate Black Wired Corset Shapewear,"94% nylon, 6% spandex Hand wash","Black satiny corset with beige trims above the cups Mock buttoned placket along the front Padded and under-wired cups with scalloped edges Adjustable straps, boned at the sides Hook closure at the back","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
59733,Shapewear,Avirate Pink Wired Corset Shapewear,"94% nylon, 6% spandex Hand wash","Pink sheer corset with white trims above the cups Padded and under-wired cups with scalloped edges Adjustable straps, panelled net sides, boned at the sides Concealed hook closure at the back","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
7430,Tunics,W Women Square Neck Short Sleeve Purple Tunic,Wash dark colors separately Do not bleach Dry inside out in shade Warm iron,"White square neck printed tunic with short sleeves, made of 100% viscose, with attached fabric panels and pockets and smocked detailing on the back",structured=['cotton']; detailed_text=['viscose'],viscose,description,exact_single_fibre_percentage,eligible_exact_single_fibre
36236,Kurtas,W Women Printed Blue Kurta,,"Style Note Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with W's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Blue printed kurta made of 100% cotton, has a round neck, three fourth sleeves and a vented hem Material and Care 100% cotton Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron do not iron on decorations Size and Fit Regular fit The model (height 5'8"" and chest 32"") is wearing a size M",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
28625,Tshirts,Nike Men Media Blue Polo T-shirt,Machine wash cold at 30 degrees with like colours Do not bleach or dry clean Tumble dry low Warm iron; do not iron on decorations,"Blue polo T-shirt for men made of 100% polyester, has short sleeves, chest placket, vented hem and nike tag on the left chest",structured=['cotton']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
27467,Briefs,Jockey Women Skin Bikini Brief,,"Style Note In the past, looking good meant compromising on your comfort, but now, jockey briefs for women aims to change all that. jockey uses a variety of extra comfy and stretchy fabrics to create the most fashionable women's underwear styles. You can be sure that when you wear panties from Jockey, you're choosing all-day comfort. Now, looking good can be comfortable too! Product Details Bikini brief that is silky smooth with unique leg treatment Falls just below the natural waistline with no panty line promise The feminine bikini cut flatters your figure Fashionable ultra soft elastic that leaves no marks on your skin Material and Care Elastane stretch fabric Machine wash delicate at 40 degrees with like colours Do not bleach, iron or dry clean Flat dry in shade",structured=['cotton']; detailed_text=['elastane'],cotton,article_attributes_fabric,single_fibre_claim_unquantified,main_material_proxy_only
59677,Briefs,Avirate Black & White  Brief,100% nylon Hand wash,Black brief with elasticated waistband White lace trims on the legs and waistband Bow detail with heart shaped beads on the front 100% cotton gussets,"structured=['cotton', 'polyester']; detailed_text=['cotton', 'nylon']",nylon,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
18278,Kurtas,Aneri Women Simi Blue Kurta,,"Composition Blue printed kurta made of 100% cotton, has a mandrain collar with a V-neck, pin tucks running from the shoulders to the bust, three-quarter sleeves with lace and pin tuck detailing, and has a vented hem Fit Regular Wash care Wash separately in cold water using a mild detergent Wear your art on the go and flaunt your ethno-modern sense of style with ease by slipping into this kurta from aneri. The fabric offers exemplary comfort, while the pin tucks and lace detailing heightens the fashion statement of this kurta. Team it with leggings or patialas and chunky earrings. Model statistics The product is a size S on a model of height 5'7"" and chest 32""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
59684,Briefs,Avirate Magenta Hi-Leg Brief,100% nylon Hand wash,Maroon high-leg briefs with beige waistband Elasticated waist band with a bow and gold toned embellishment 100% cotton gussets,"structured=['elastane', 'nylon']; detailed_text=['cotton', 'nylon']",nylon,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
44799,Tops,Spykar Women Black Top,100% linen Hand wash cold Flat dry in shade Warm iron,"Black top, has a ribbed V-neckline, short sleeves with ribbed cuffs, crystal embellished branding on the left chest and a slightly tapering hem",structured=['lyocell']; detailed_text=['linen'],linen,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
27433,Bra,Jockey Women Grey Melange Eva Sports Bra,,"Style Note jockey bras offer the best comfort and support for any occasion. This is one brand you can rely on to give you the comfort you need without letting you down in the style stakes. From Sports bras to glamorous evening-wear options, jockey bras make sure you get the look and support you need, whatever your shape or requirements. These sports bras from Jockey are ideal athletic and gym wear. Product Details Grey Melange sports racerback bra, has soft moulded seamless cups, modern styling with wider armholes which provide freedom of movement and excellent Fit, double layered cups and soft bottom band which helps to keep bust in place, soft cushioned hook and eye and wider straps for extra support and comfort Material and Care Cotton/elastane Hand wash Do not bleach or iron Drip dry","structured=['elastane', 'polyester']; detailed_text=['cotton', 'elastane']",,article_attributes_fabric,named_blend_no_percentages,needs_review
53780,Tshirts,Puma Men Black T-shirt,100% polyester Machine wash cold Do not bleach or tumble dry Use cool iron,"Black sleeveless T-shirt, has a round neckline, puma cat branding in front and back and fluorescent panels on the right and left side in front",structured=['cotton']; detailed_text=['polyester'],polyester,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
51024,Bra,Enamor Cream Smooth Bra,91% nylon and 9% spandex Hand wash,"Cream underwired, high-coverage bra with bow detail in front with pretty lace Adjustable shoulder straps Back hook closure Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)","structured=['cotton', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
27468,Briefs,Jockey Women White Briefs,,"Style Note In the past, looking good meant compromising on your comfort, but now, jockey briefs for women aims to change all that. jockey uses a variety of extra comfy and stretchy fabrics to create the most fashionable women's underwear styles. You can be sure that when you wear panties from Jockey, you're choosing all-day comfort. Now, looking good can be comfortable too! Product Details Bikini brief that is silky smooth with unique leg treatment Falls just below the natural waistline with no panty line promise The feminine bikini cut flatters your figure Fashionable ultra soft elastic that leaves no marks on your skin Material and Care Elastane stretch fabric Machine wash delicate at 40 degrees with like colours Do not bleach, iron or dry clean Flat dry in shade",structured=['cotton']; detailed_text=['elastane'],cotton,article_attributes_fabric,single_fibre_claim_unquantified,main_material_proxy_only
43911,Kurtas,W Women Off White Shrug,"96% cotton, 4% nylon Wash dark colours separately Do not bleach Steam iron only","Sleeveless off-white lace shrug with lace trims, yoke at the back, extended arm openings","structured=['silk']; detailed_text=['cotton', 'nylon']",cotton,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
1671,Tshirts,Reebok Men Black Polo T-shirt,,"Look great in this 100% polyester, sweat absorbing t-shirt and feel dry all day!",structured=['cotton']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
18277,Kurtas,Aneri Women Navya Multi Kurta,,"Composition Multi-coloured kurta made of 100% cotton, has square neck and broad armhole piping with pintucks which forms the straps over the shoulder, panel stitch from the neckline and patterning all over Fit Regular Wash care Wash in cold water Dry clean only Classic patterning on contemporary styles by aneri creates this kurta for women. Timelessly chic, this piece will never go out of style. Wear it with tonal leggings and pumps for ethnic glam or with form fitting denims and flats for a casual do. Model statistics The product is a size S on a model of height 5'8"" and chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
6267,Tshirts,Lee Women's Monica Black T-shirt,,"Composition Black top made of 100% viscose rayon, with a boat neck, dolman sleeves, ribbed hemline, and graphic and glitter print on the right chest and sleeve Fitting Comfort Wash care Hand wash cold Wash dark colours separately Use mild detergent Do not bleach Do not wring or tumble dry Flat dry in shade Warm iron Do not iron on print/embellishments With a subtle silky appearance, this top from lee is all set to silhouette you perfectly, giving you that glamorous edge. The graphic running along the right sleeve enhances the style quotient of this tee, while the ribbed hem makes it Fit well along the lower waist. Team it with jeans and sleek sandals for that stylish edge. Model statistics The model wears size M in t-shirts Height-5.7"", Chest-33"", Waist-26""",structured=['cotton']; detailed_text=['viscose'],viscose,description,exact_single_fibre_percentage,eligible_exact_single_fibre
26380,Trousers,Turtle Men Striped Black Trousers,,"Composition Black striped trousers made of a polyester/viscose blend, has a flat front, two side pockets, two back pockets with button closures, comfortable waistband with belt loops, and a zipper and button closure on the front Fit Regular Wash care Delicate cold wash Hang to dry in shade Iron with medium heat Do not bleach Take formal dressing to the next level in this pair of polyviscose trousers from turtle. The fabric falls neatly, offering all day comfort. Pair it with a crisp formal shirt, a blazer, stylish cufflinks and leather shoes. Model statistics Product is a size 32 on a model of height 6' waist 32"" and hips 40""","structured=['cotton']; detailed_text=['polyester', 'viscose']",cotton,article_attributes_fabric,single_fibre_claim_unquantified,main_material_proxy_only
54330,Briefs,Garfield Women Black & Pink Cheeky Pack of two Hipster Briefs,84% polyamide 16% elastane Machine wash gently,The final product delivered may vary in colour and prints from the display here,"structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
14621,Tshirts,United Colors of Benetton Men Stripes White Tshirts,,"Composition White and black polo neck T-shirt made of 100% tricot wool, has a ribbed collar with a buttoned chest placket, short sleeves with ribbed hems, and has a ribbed hemline Fitting Regular Wash care Delicate machine wash cold Do not bleach, scrub, wring or tumble dry Hang dry in shade Warm iron Classic and cosy, this polo neck T-shirt from united colors of benetton is created using tricot wool fabric to keep you warm and comfortable this winter. The ribbed hemline and sleeve hems keeps the winter chill at bay and adds a playful spirit to your weekend look. Pair it with jeans and sports shoes , and throw a casual blazer on to create a quietly confident style statement. Model statistics The model wears size M in t-shirts Height: 6' Shoulders: 18""",structured=['cotton']; detailed_text=['wool'],wool,description,exact_single_fibre_percentage,eligible_exact_single_fibre
39542,Bra,Bwitch Cream Bra,"80% polyamide, 20% elastane Hand wash, drip dry in shade Do not wring, iron, bleach Wash dark colours separately","Beige Ultra Boost brassiere for support, maximum cleavage and a contoured shape Adjustable, elasticated shoulder straps A push-up/ push-in construction with moulded padding (adding two cup sizes) Satin microfibre fabric Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
7562,Tshirts,Nike Men's As T90 Ss Top T-Shirt,,"Composition Black round neck t-shirt made of 100% polyester, engineered with Dri-Fit technology, has a blue border around the neck, fabric tape detailing on inseam of the neckline, short sleeves, nike swoosh embroidered on the right chest and T90 lettering on the left chest, blue mesh panels on the side and self coloured sublimated print on the back Fitting Regular Wash care Machine wash in cold water with like colours at 30 degree C Do not use softeners or bleach Remove immediately Do not allow to lay on itself when wet Tumble dry low Do not iron Do not dry clean Get ready to score goals in style in this lightweight nike T90 football training t-shirt. This high-performance tee from Nike made of Dri-Fit fabric wicks away sweat and offers superior ventilation, helping you play longer. Team this with tracks and Nike soccer cleats for superb action on the football field.",structured=['cotton']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
40579,Kurtas,W Women Navy Blue Kurta,,"Style Note Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with W's innovative styling. Wear this piece with leggings and delicate sandals. Product Details Blue printed kurta has a round neck with cut-out design around the neckline, short sleeves with cut-out design around the armhole, tucks on the front and a vented hem Material and Care 100% Viscose Wash dark colours separately Do not bleach Dry inside out in shade Warm iron do not iron on decorations Size and Fit Regular Fit The model (height 5'8â &euro Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¯Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¢Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¯Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¿Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â½ and chest 32â &euro Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¯Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¢Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¯Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â¿Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â???Ã?Â?Ã?Â?Ã?Â?Ã?Â??Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â½) is wearing a size WS",structured=['silk']; detailed_text=['viscose'],viscose,description,exact_single_fibre_percentage,eligible_exact_single_fibre
48384,Jeans,French Connection Men Blue Jeans,,"Style Note The English brand gets it right with these understated denims. This pair of french connection jeans add a distinct personality to your off-duty staples. Get the casual yet dressy look just right with this pair. Wear this with that edgy button-up cardi, over a pastel shirt and a slim tie (with tonal desert boots). A monochrome or a printed tee is the right choice for a pared down look. Product Details Blue jeans with a slightly washed look, has a button and zipper closure in the front, two insert pockets at the right front and one at the left, two patch pockets at the back, loops at the waistband and contrast stitch detail above the hem. Has one loop below the waist band at the back to wear a low-slung bet. Material and care 100% cotton Wash as cotton Wash and dry inside out Size and Fit Skinny Fit The model (height 6' and waist 32"") is wearing a size 32","structured=['cotton', 'elastane']; detailed_text=['cotton', 'down']",cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
7302,Tshirts,UCB Women's Short Sleeve Blue Red T-shirt,,"Composition Blue round neck t-shirt with mega sleeves, made of 100% viscose, with graphic print and lettering on the front, very lightly ribbed neckline and cuff, and a pleat at the back Fitting Regular Wash care Gentle machine wash in cool water at 30 degrees inside out, using a mild detergent Do not scrub or bleach Do not tumble dry Do not wring or dry in direct sunlight Dry flat in shade inside out Cool iron inside out Do not iron directly on print/embroidery/sequence/beads Do not dry clean Smart meets cute and saucy in this blue t-shirt from the united colors of benetton. With adorable mega sleeves and a funky graphic print, this tee will take you higher up on the fashion chart. Pair it with jeans or shorts for a completely laid back look. Model statistics The model wears size M in t-shirts Height-5.7'', Chest:32",structured=['cotton']; detailed_text=['viscose'],viscose,description,exact_single_fibre_percentage,eligible_exact_single_fibre
18260,Kurtas,Aneri Women Trisha Brown Kurta,,"Composition Brown sleeveless kurta made of 100% cotton, has a mandarin collar with a slit neck, metal beading on the chest, panel stitch on the chest and hem, and a vented hem Fit Regular Wash care Wash in cold water Dry clean only Classic patterning on contemporary styles by aneri creates this kurta for women. Timelessly chic, this piece will never go out of style. Wear it with tonal leggings and pumps for ethnic glam or with form fitting denims and flats for a casual do. Model statistics The product is a size S on a model of height 5'8"" and chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
40577,Kurtas,W Women Blue Kurta,,"Style Note Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with W's innovative styling. Wear this piece with leggings and delicate sandals. Product Details Blue kurta with a round neck, short sleeves, cut-out design on the front and a curved hem Material and Care 100% Viscose Wash dark colours separately Do not bleach Dry inside out in shade Warm iron do not iron on decorations Size and Fit Regular Fit The model (height 5'8 and chest 32) is wearing a size WS",structured=['silk']; detailed_text=['viscose'],viscose,description,exact_single_fibre_percentage,eligible_exact_single_fibre
18267,Kurtas,Aneri Women Navranga Multi Kurta,,"Composition Multi-coloured kurta made of 100% cotton, has square neck and broad armhole piping with pin tucks which forms the straps over the shoulder, panel stitch from the neckline and floral patterning all over Fit Regular Wash care Wash in cold water Dry clean only Classic patterning on contemporary styles by aneri creates this kurta for women. Timelessly chic, this piece will never go out of style. Wear it with tonal leggings and pumps for ethnic glam or with form fitting denims and flats for a casual do. Model statistics The product is a size S on a model of height 5'8"" and chest 33""",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
52482,Baby Dolls,Red Rose Red & Black Nightdress,Blended nylon fabric Hand wash,"Black strappy night dress with frills at the bust, printed red hearts below the bust, open from below the bust to the hem in the front and ruffles at the hem Comes with a matching pair of bikini briefs",structured=['polyester']; detailed_text=['nylon'],,materials_care_desc,named_blend_no_percentages,needs_review
54311,Briefs,Garfield Women Pink Cheeky Hipster Briefs,90% polyamide 10% elastane Hand wash gently,Pink bikini style briefs with brand print elasticated waistband and brand print in front,"structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
28693,Kurtas,W Women Striped Rust Kurta,Wash dark colours separately Do not bleach Dry inside out in shade Warm iron,"Rust sleeveless and striped kurta made of 100% cotton, has a V-neck with a vented hem",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
54329,Briefs,Garfield Women Black String Briefs,90% polyamide 10% elastane Hand wash gently,"Black and pink thong style briefs with top stitch detailing and brand print in front, lace detailing on the sides, elasticated waistband with a brand print bow at the back","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
31311,Kurtas,W Women Green Kurta,,"Style Note Every woman needs a choice of kurtas in her wardrobe. The USP of w is a simple, elegant silhouette, coupled with modern design details. In this kurta we see the traditional garment in a new avatar with W's innovative styling. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Green and white printed kurta made of 100% cotton, has a deep U-neckline, is sleeveless, has a chest buttoned placket and a curved hem Material and Care 100% cotton Wash care Wash dark colours separately Do not bleach Dry inside out in shade Warm iron do not iron on decorations Size and Fit Regular fit The model (height 5'8"" and chest 32"") is wearing a size M",structured=['silk']; detailed_text=['cotton'],cotton,description,exact_single_fibre_percentage,eligible_exact_single_fibre
59090,Bra,Peri Peri Women Black Bra,93% cotton and 7% spandex Hand wash,"Black brassiere, has floral bow detail between the cups, adjustable straps with lace trimmings and adjustable double hook and eye closure at the back Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)","structured=['elastane', 'nylon']; detailed_text=['cotton', 'elastane']",cotton,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
52478,Baby Dolls,Red Rose Red Nightdress,Blended nylon net fabric Hand wash,A red strappy night dress with a sash below the bust in black Comes with a bikini brief,structured=['polyester']; detailed_text=['nylon'],,materials_care_desc,named_blend_no_percentages,needs_review
51838,Briefs,Bwitch Women Black Brief,100% polyester Hand wash cold Hang to dry,This pair of shape-wear from bw!tch will make you look in perfect shape and hide those extra bulges. It tones the hips and minimizes the waist size. Now that's something worth investing in!,"structured=['elastane', 'nylon']; detailed_text=['polyester']",polyester,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
19581,Tshirts,United Colors of Benetton Men Printed White Tshirt,,"Composition White round neck t-shirt made of 70% modal and 30% polyester, has short sleeves and graphic print on the chest Fit Regular Wash care Delicate machine wash in cold water at 30 C with like colours using a mild detergent Do not bleach, scrub, tumble dry, wring or dry clean Dry flat in shade Warm iron Do not iron on decorations Family ties the graphic on the front says it all on this fabulous t-shirt from united colors of benetton. The short sleeves and the soft blend of modal/polyester fabric keeps you fresh and comfortable all day. Pair it with jeans and canvas shoes for that special family outing. Model Statistics Product is a size M on a model of height 6' and shoulders 18& rdquo","structured=['cotton']; detailed_text=['modal', 'polyester']",modal,description,exact_blend_percentages,known_blend_pending_policy
54929,Tshirts,Do u speak Green Men Yellow T-shirt,100% organic cotton Machine wash,"Yellow T-shirt, has a round, ribbed neckline, short sleeves, graphic print on the chest with stitched and appliqué d detail and print and branding at the back with stitched deail",structured=['bamboo']; detailed_text=['cotton'],cotton,materials_care_desc,exact_single_fibre_percentage,eligible_exact_single_fibre
12532,Jackets,Puma Women Solid Black Jackets,,"Composition Black and white sweatshirt made of 100% polyester, has long sleeves with ribbed cuffs, full front zipper with a ribbed hem, has two zippered pockets on the sides, and branding printed on left chest Fitting Comfort Wash care only hand wash in cold water using a mild detergent Do not soak or wring Dry flat in shade and set shape when wet Moderate warm iron Welcome the winter in style this season with this sweatshirt from puma. The thick fabric is sure to keep the winter chill at bay, while you can slip your hands into the pockets to keep them warm. Wear this sweatshirt over jeans to keep the cold winds away. Model statistics The model wears size M in sweatshirts Height: 6'3”; Shoulders: 19""",structured=['cotton']; detailed_text=['polyester'],polyester,description,exact_single_fibre_percentage,eligible_exact_single_fibre
54327,Bra,Garfield Women Black Bra GFA12-026,"90% polyamide, 10% elastane Hand wash gently","Article number: GFA12-026 Black and pink, underwired, push up bra, soft padded cups with print on the left cup, plunging neckline, adjustable straps, lace on the side wings and three rows of hook-and-eye closure on the back Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)","structured=['elastane', 'polyester']; detailed_text=['elastane', 'nylon']",nylon,materials_care_desc,exact_blend_percentages,known_blend_pending_policy
